"MODZCTA","Positive","Total","zcta_cum.perc_pos","date"
11414,595,1029,57.82,"20200420"
11415,370,680,54.41,"20200420"
11416,425,710,59.86,"20200420"
11417,545,956,57.01,"20200420"
11418,681,1140,59.74,"20200420"
11419,732,1250,58.56,"20200420"
11420,872,1487,58.64,"20200420"
11421,781,1272,61.4,"20200420"
11422,690,1218,56.65,"20200420"
11423,665,1097,60.62,"20200420"
11426,358,668,53.59,"20200420"
11427,550,954,57.65,"20200420"
11428,476,774,61.5,"20200420"
11429,673,1027,65.53,"20200420"
11432,1102,1805,61.05,"20200420"
11433,629,1048,60.02,"20200420"
11434,1381,2322,59.47,"20200420"
11435,1029,1810,56.85,"20200420"
11436,350,595,58.82,"20200420"
11691,1525,2353,64.81,"20200420"
11692,394,652,60.43,"20200420"
11693,257,452,56.86,"20200420"
11694,465,841,55.29,"20200420"
11697,73,150,48.67,"20200420"
NA,1845,2073,89,"20200421"
10001,266,600,44.33,"20200421"
10002,729,1419,51.37,"20200421"
10003,355,857,41.42,"20200421"
10004,26,66,39.39,"20200421"
10005,44,140,31.43,"20200421"
10006,15,58,25.86,"20200421"
10007,42,142,29.58,"20200421"
10009,530,1230,43.09,"20200421"
10010,203,591,34.35,"20200421"
10011,403,892,45.18,"20200421"
10012,121,345,35.07,"20200421"
10013,180,439,41,"20200421"
10014,236,543,43.46,"20200421"
10016,515,1258,40.94,"20200421"
10017,109,327,33.33,"20200421"
10018,169,384,44.01,"20200421"
10019,449,1032,43.51,"20200421"
10021,438,1179,37.15,"20200421"
10022,254,698,36.39,"20200421"
10023,439,1152,38.11,"20200421"
10024,484,1284,37.69,"20200421"
10025,901,2088,43.15,"20200421"
10026,443,899,49.28,"20200421"
10027,667,1290,51.71,"20200421"
10028,379,1035,36.62,"20200421"
10029,1202,2340,51.37,"20200421"
10030,360,623,57.78,"20200421"
10031,841,1351,62.25,"20200421"
10032,968,1636,59.17,"20200421"
10033,817,1348,60.61,"20200421"
10034,458,851,53.82,"20200421"
10035,664,1167,56.9,"20200421"
10036,309,694,44.52,"20200421"
10037,304,559,54.38,"20200421"
10038,171,363,47.11,"20200421"
10039,339,650,52.15,"20200421"
10040,644,1051,61.27,"20200421"
10044,124,266,46.62,"20200421"
10065,252,764,32.98,"20200421"
10069,45,119,37.82,"20200421"
10075,309,706,43.77,"20200421"
10128,501,1367,36.65,"20200421"
10280,33,108,30.56,"20200421"
10282,58,119,48.74,"20200421"
10301,848,1736,48.85,"20200421"
10302,450,919,48.97,"20200421"
10303,638,1292,49.38,"20200421"
10304,1035,2128,48.64,"20200421"
10305,914,2128,42.95,"20200421"
10306,1124,2807,40.04,"20200421"
10307,311,734,42.37,"20200421"
10308,519,1325,39.17,"20200421"
10309,688,1734,39.68,"20200421"
10310,534,1232,43.34,"20200421"
10312,1224,2820,43.4,"20200421"
10314,2030,4551,44.61,"20200421"
10451,1108,1938,57.17,"20200421"
10452,1488,2440,60.98,"20200421"
10453,1547,2622,59,"20200421"
10454,747,1272,58.73,"20200421"
10455,831,1435,57.91,"20200421"
10456,1596,2738,58.29,"20200421"
10457,1362,2319,58.73,"20200421"
10458,1342,2430,55.23,"20200421"
10459,996,1701,58.55,"20200421"
10460,1097,1933,56.75,"20200421"
10461,1328,2649,50.13,"20200421"
10462,1611,3100,51.97,"20200421"
10463,1261,2674,47.16,"20200421"
10464,103,269,38.29,"20200421"
10465,1128,2503,45.07,"20200421"
10466,1727,3103,55.66,"20200421"
10467,2372,4184,56.69,"20200421"
10468,1666,2756,60.45,"20200421"
10469,2131,3684,57.84,"20200421"
10470,336,664,50.6,"20200421"
10471,414,949,43.62,"20200421"
10472,1287,2127,60.51,"20200421"
10473,1371,2536,54.06,"20200421"
10474,230,400,57.5,"20200421"
10475,1285,2588,49.65,"20200421"
11004,415,689,60.23,"20200421"
11101,440,936,47.01,"20200421"
11102,405,760,53.29,"20200421"
11103,377,741,50.88,"20200421"
11104,330,626,52.72,"20200421"
11105,357,793,45.02,"20200421"
11106,431,883,48.81,"20200421"
11109,41,129,31.78,"20200421"
11201,460,1149,40.03,"20200421"
11203,1385,2314,59.85,"20200421"
11204,1358,2335,58.16,"20200421"
11205,490,943,51.96,"20200421"
11206,1013,1792,56.53,"20200421"
11207,1306,2328,56.1,"20200421"
11208,1463,2398,61.01,"20200421"
11209,800,1699,47.09,"20200421"
11210,1219,2085,58.47,"20200421"
11211,1422,2414,58.91,"20200421"
11212,1134,1927,58.85,"20200421"
11213,1010,1756,57.52,"20200421"
11214,1050,1922,54.63,"20200421"
11215,453,1091,41.52,"20200421"
11216,500,988,50.61,"20200421"
11217,411,807,50.93,"20200421"
11218,1192,2046,58.26,"20200421"
11219,1988,3111,63.9,"20200421"
11220,1025,1713,59.84,"20200421"
11221,832,1501,55.43,"20200421"
11222,316,671,47.09,"20200421"
11223,1171,2166,54.06,"20200421"
11224,695,1248,55.69,"20200421"
11225,843,1451,58.1,"20200421"
11226,1413,2363,59.8,"20200421"
11228,470,896,52.46,"20200421"
11229,1110,2054,54.04,"20200421"
11230,1620,2764,58.61,"20200421"
11231,303,638,47.49,"20200421"
11232,351,544,64.52,"20200421"
11233,844,1476,57.18,"20200421"
11234,1670,2935,56.9,"20200421"
11235,1343,2429,55.29,"20200421"
11236,1899,3106,61.14,"20200421"
11237,590,954,61.84,"20200421"
11238,547,1018,53.73,"20200421"
11239,354,622,56.91,"20200421"
11354,714,1211,58.96,"20200421"
11355,822,1391,59.09,"20200421"
11356,376,683,55.05,"20200421"
11357,580,1105,52.49,"20200421"
11358,395,791,49.94,"20200421"
11360,215,502,42.83,"20200421"
11361,317,646,49.07,"20200421"
11362,220,490,44.9,"20200421"
11363,76,182,41.76,"20200421"
11364,343,722,47.51,"20200421"
11365,585,1118,52.33,"20200421"
11366,306,566,54.06,"20200421"
11367,712,1375,51.78,"20200421"
11368,2919,3967,73.58,"20200421"
11369,1081,1548,69.83,"20200421"
11370,1037,1748,59.32,"20200421"
11372,1764,2591,68.08,"20200421"
11373,2269,3426,66.23,"20200421"
11374,817,1526,53.54,"20200421"
11375,1170,2285,51.2,"20200421"
11377,1448,2375,60.97,"20200421"
11378,509,955,53.3,"20200421"
11379,558,1119,49.87,"20200421"
11385,1396,2557,54.6,"20200421"
11411,503,826,60.9,"20200421"
11412,900,1517,59.33,"20200421"
11413,954,1628,58.6,"20200421"
11414,618,1068,57.87,"20200421"
11415,377,700,53.86,"20200421"
11416,438,742,59.03,"20200421"
11417,573,996,57.53,"20200421"
11418,702,1202,58.4,"20200421"
11419,753,1296,58.1,"20200421"
11420,914,1568,58.29,"20200421"
11421,804,1334,60.27,"20200421"
11422,707,1258,56.2,"20200421"
11423,688,1144,60.14,"20200421"
11426,366,690,53.04,"20200421"
11427,566,988,57.29,"20200421"
11428,489,802,60.97,"20200421"
11429,690,1062,64.97,"20200421"
11432,1133,1888,60.01,"20200421"
11433,643,1091,58.94,"20200421"
11434,1415,2404,58.86,"20200421"
11435,1057,1877,56.31,"20200421"
11436,357,617,57.86,"20200421"
11691,1543,2418,63.81,"20200421"
11692,399,670,59.55,"20200421"
11693,262,461,56.83,"20200421"
11694,475,872,54.47,"20200421"
11697,73,152,48.03,"20200421"
NA,1840,2068,88.97,"20200422"
10001,268,603,44.44,"20200422"
10002,733,1427,51.37,"20200422"
10003,358,864,41.44,"20200422"
10004,26,67,38.81,"20200422"
10005,44,140,31.43,"20200422"
10006,15,58,25.86,"20200422"
10007,42,143,29.37,"20200422"
10009,530,1232,43.02,"20200422"
10010,204,594,34.34,"20200422"
10011,404,894,45.19,"20200422"
10012,121,345,35.07,"20200422"
10013,181,440,41.14,"20200422"
10014,238,548,43.43,"20200422"
10016,520,1277,40.72,"20200422"
10017,111,330,33.64,"20200422"
10018,169,386,43.78,"20200422"
10019,450,1034,43.52,"20200422"
10021,443,1185,37.38,"20200422"
10022,254,699,36.34,"20200422"
10023,441,1159,38.05,"20200422"
10024,493,1292,38.16,"20200422"
10025,910,2105,43.23,"20200422"
10026,445,901,49.39,"20200422"
10027,671,1296,51.77,"20200422"
10028,380,1040,36.54,"20200422"
10029,1206,2351,51.3,"20200422"
10030,361,626,57.67,"20200422"
10031,844,1359,62.1,"20200422"
10032,973,1645,59.15,"20200422"
10033,823,1361,60.47,"20200422"
10034,461,862,53.48,"20200422"
10035,667,1172,56.91,"20200422"
10036,309,695,44.46,"20200422"
10037,304,559,54.38,"20200422"
10038,171,363,47.11,"20200422"
10039,341,653,52.22,"20200422"
10040,649,1057,61.4,"20200422"
10044,125,267,46.82,"20200422"
10065,252,767,32.86,"20200422"
10069,45,119,37.82,"20200422"
10075,314,712,44.1,"20200422"
10128,502,1371,36.62,"20200422"
10280,33,111,29.73,"20200422"
10282,58,120,48.33,"20200422"
10301,854,1751,48.77,"20200422"
10302,465,937,49.63,"20200422"
10303,640,1297,49.34,"20200422"
10304,1046,2149,48.67,"20200422"
10305,921,2145,42.94,"20200422"
10306,1136,2829,40.16,"20200422"
10307,319,750,42.53,"20200422"
10308,522,1330,39.25,"20200422"
10309,700,1748,40.05,"20200422"
10310,541,1245,43.45,"20200422"
10312,1234,2837,43.5,"20200422"
10314,2052,4600,44.61,"20200422"
10451,1125,1961,57.37,"20200422"
10452,1499,2470,60.69,"20200422"
10453,1559,2664,58.52,"20200422"
10454,752,1284,58.57,"20200422"
10455,839,1451,57.82,"20200422"
10456,1617,2778,58.21,"20200422"
10457,1381,2354,58.67,"20200422"
10458,1359,2464,55.15,"20200422"
10459,1002,1719,58.29,"20200422"
10460,1106,1948,56.78,"20200422"
10461,1342,2683,50.02,"20200422"
10462,1631,3138,51.98,"20200422"
10463,1262,2675,47.18,"20200422"
10464,105,273,38.46,"20200422"
10465,1146,2531,45.28,"20200422"
10466,1736,3127,55.52,"20200422"
10467,2392,4224,56.63,"20200422"
10468,1688,2800,60.29,"20200422"
10469,2148,3718,57.77,"20200422"
10470,339,669,50.67,"20200422"
10471,415,950,43.68,"20200422"
10472,1297,2152,60.27,"20200422"
10473,1386,2567,53.99,"20200422"
10474,231,402,57.46,"20200422"
10475,1296,2618,49.5,"20200422"
11004,417,694,60.09,"20200422"
11101,444,952,46.64,"20200422"
11102,409,770,53.12,"20200422"
11103,379,748,50.67,"20200422"
11104,333,635,52.44,"20200422"
11105,360,802,44.89,"20200422"
11106,432,886,48.76,"20200422"
11109,41,129,31.78,"20200422"
11201,464,1158,40.07,"20200422"
11203,1398,2336,59.85,"20200422"
11204,1370,2361,58.03,"20200422"
11205,494,953,51.84,"20200422"
11206,1018,1804,56.43,"20200422"
11207,1327,2357,56.3,"20200422"
11208,1478,2425,60.95,"20200422"
11209,805,1714,46.97,"20200422"
11210,1230,2101,58.54,"20200422"
11211,1433,2435,58.85,"20200422"
11212,1144,1952,58.61,"20200422"
11213,1014,1765,57.45,"20200422"
11214,1057,1932,54.71,"20200422"
11215,458,1101,41.6,"20200422"
11216,508,998,50.9,"20200422"
11217,413,812,50.86,"20200422"
11218,1203,2063,58.31,"20200422"
11219,2005,3142,63.81,"20200422"
11220,1038,1735,59.83,"20200422"
11221,843,1519,55.5,"20200422"
11222,318,674,47.18,"20200422"
11223,1192,2194,54.33,"20200422"
11224,715,1271,56.25,"20200422"
11225,850,1462,58.14,"20200422"
11226,1431,2393,59.8,"20200422"
11228,473,904,52.32,"20200422"
11229,1123,2073,54.17,"20200422"
11230,1639,2794,58.66,"20200422"
11231,305,642,47.51,"20200422"
11232,354,550,64.36,"20200422"
11233,859,1496,57.42,"20200422"
11234,1695,2976,56.96,"20200422"
11235,1362,2465,55.25,"20200422"
11236,1922,3140,61.21,"20200422"
11237,596,962,61.95,"20200422"
11238,552,1026,53.8,"20200422"
11239,357,626,57.03,"20200422"
11354,733,1241,59.07,"20200422"
11355,834,1408,59.23,"20200422"
11356,381,692,55.06,"20200422"
11357,585,1119,52.28,"20200422"
11358,397,802,49.5,"20200422"
11360,220,514,42.8,"20200422"
11361,321,651,49.31,"20200422"
11362,222,495,44.85,"20200422"
11363,77,186,41.4,"20200422"
11364,349,733,47.61,"20200422"
11365,589,1126,52.31,"20200422"
11366,311,573,54.28,"20200422"
11367,724,1391,52.05,"20200422"
11368,2946,4017,73.34,"20200422"
11369,1090,1561,69.83,"20200422"
11370,1050,1768,59.39,"20200422"
11372,1781,2612,68.19,"20200422"
11373,2282,3450,66.14,"20200422"
11374,826,1542,53.57,"20200422"
11375,1174,2308,50.87,"20200422"
11377,1464,2404,60.9,"20200422"
11378,515,970,53.09,"20200422"
11379,561,1128,49.73,"20200422"
11385,1429,2614,54.67,"20200422"
11411,512,846,60.52,"20200422"
11412,912,1544,59.07,"20200422"
11413,973,1655,58.79,"20200422"
11414,628,1078,58.26,"20200422"
11415,385,715,53.85,"20200422"
11416,440,745,59.06,"20200422"
11417,589,1014,58.09,"20200422"
11418,714,1223,58.38,"20200422"
11419,770,1320,58.33,"20200422"
11420,943,1604,58.79,"20200422"
11421,814,1349,60.34,"20200422"
11422,717,1276,56.19,"20200422"
11423,700,1161,60.29,"20200422"
11426,373,699,53.36,"20200422"
11427,570,995,57.29,"20200422"
11428,495,811,61.04,"20200422"
11429,700,1080,64.81,"20200422"
11432,1153,1920,60.05,"20200422"
11433,654,1111,58.87,"20200422"
11434,1433,2432,58.92,"20200422"
11435,1075,1900,56.58,"20200422"
11436,364,631,57.69,"20200422"
11691,1573,2465,63.81,"20200422"
11692,408,682,59.82,"20200422"
11693,264,463,57.02,"20200422"
11694,484,886,54.63,"20200422"
11697,73,152,48.03,"20200422"
NA,1806,2046,88.27,"20200423"
10001,277,636,43.55,"20200423"
10002,756,1498,50.47,"20200423"
10003,363,908,39.98,"20200423"
10004,26,71,36.62,"20200423"
10005,45,144,31.25,"20200423"
10006,15,61,24.59,"20200423"
10007,42,151,27.81,"20200423"
10009,547,1312,41.69,"20200423"
10010,210,633,33.18,"20200423"
10011,411,942,43.63,"20200423"
10012,125,361,34.63,"20200423"
10013,187,470,39.79,"20200423"
10014,240,567,42.33,"20200423"
10016,535,1374,38.94,"20200423"
10017,113,352,32.1,"20200423"
10018,175,423,41.37,"20200423"
10019,458,1081,42.37,"20200423"
10021,451,1244,36.25,"20200423"
10022,260,732,35.52,"20200423"
10023,449,1226,36.62,"20200423"
10024,506,1347,37.56,"20200423"
10025,930,2208,42.12,"20200423"
10026,456,952,47.9,"20200423"
10027,690,1387,49.75,"20200423"
10028,383,1088,35.2,"20200423"
10029,1270,2488,51.05,"20200423"
10030,369,665,55.49,"20200423"
10031,871,1447,60.19,"20200423"
10032,1012,1749,57.86,"20200423"
10033,865,1459,59.29,"20200423"
10034,487,920,52.93,"20200423"
10035,679,1226,55.38,"20200423"
10036,320,730,43.84,"20200423"
10037,308,586,52.56,"20200423"
10038,178,392,45.41,"20200423"
10039,354,697,50.79,"20200423"
10040,673,1128,59.66,"20200423"
10044,133,286,46.5,"20200423"
10065,259,814,31.82,"20200423"
10069,46,128,35.94,"20200423"
10075,321,752,42.69,"20200423"
10128,513,1444,35.53,"20200423"
10280,33,116,28.45,"20200423"
10282,59,125,47.2,"20200423"
10301,879,1863,47.18,"20200423"
10302,475,981,48.42,"20200423"
10303,662,1376,48.11,"20200423"
10304,1080,2261,47.77,"20200423"
10305,944,2237,42.2,"20200423"
10306,1164,2961,39.31,"20200423"
10307,326,782,41.69,"20200423"
10308,537,1399,38.38,"20200423"
10309,713,1828,39,"20200423"
10310,557,1314,42.39,"20200423"
10312,1254,2938,42.68,"20200423"
10314,2127,4867,43.7,"20200423"
10451,1170,2097,55.79,"20200423"
10452,1575,2704,58.25,"20200423"
10453,1626,2854,56.97,"20200423"
10454,784,1369,57.27,"20200423"
10455,861,1538,55.98,"20200423"
10456,1704,3032,56.2,"20200423"
10457,1441,2542,56.69,"20200423"
10458,1410,2675,52.71,"20200423"
10459,1038,1831,56.69,"20200423"
10460,1155,2120,54.48,"20200423"
10461,1396,2869,48.66,"20200423"
10462,1694,3363,50.37,"20200423"
10463,1336,2900,46.07,"20200423"
10464,109,292,37.33,"20200423"
10465,1182,2675,44.19,"20200423"
10466,1807,3358,53.81,"20200423"
10467,2486,4521,54.99,"20200423"
10468,1750,3006,58.22,"20200423"
10469,2213,3946,56.08,"20200423"
10470,352,712,49.44,"20200423"
10471,440,1034,42.55,"20200423"
10472,1339,2300,58.22,"20200423"
10473,1442,2783,51.81,"20200423"
10474,235,433,54.27,"20200423"
10475,1338,2823,47.4,"20200423"
11004,434,727,59.7,"20200423"
11101,460,1024,44.92,"20200423"
11102,436,840,51.9,"20200423"
11103,389,805,48.32,"20200423"
11104,345,677,50.96,"20200423"
11105,370,872,42.43,"20200423"
11106,456,968,47.11,"20200423"
11109,41,136,30.15,"20200423"
11201,472,1235,38.22,"20200423"
11203,1464,2532,57.82,"20200423"
11204,1445,2588,55.83,"20200423"
11205,513,1040,49.33,"20200423"
11206,1056,1936,54.55,"20200423"
11207,1373,2523,54.42,"20200423"
11208,1550,2646,58.58,"20200423"
11209,829,1823,45.47,"20200423"
11210,1266,2238,56.57,"20200423"
11211,1475,2594,56.86,"20200423"
11212,1190,2080,57.21,"20200423"
11213,1040,1874,55.5,"20200423"
11214,1103,2048,53.86,"20200423"
11215,468,1169,40.03,"20200423"
11216,522,1066,48.97,"20200423"
11217,421,853,49.36,"20200423"
11218,1244,2194,56.7,"20200423"
11219,2087,3498,59.66,"20200423"
11220,1077,1870,57.59,"20200423"
11221,878,1635,53.7,"20200423"
11222,330,716,46.09,"20200423"
11223,1236,2341,52.8,"20200423"
11224,748,1350,55.41,"20200423"
11225,882,1560,56.54,"20200423"
11226,1498,2579,58.08,"20200423"
11228,487,972,50.1,"20200423"
11229,1148,2206,52.04,"20200423"
11230,1676,2971,56.41,"20200423"
11231,319,676,47.19,"20200423"
11232,365,587,62.18,"20200423"
11233,884,1600,55.25,"20200423"
11234,1756,3205,54.79,"20200423"
11235,1413,2622,53.89,"20200423"
11236,1990,3376,58.95,"20200423"
11237,618,1024,60.35,"20200423"
11238,571,1094,52.19,"20200423"
11239,367,670,54.78,"20200423"
11354,766,1351,56.7,"20200423"
11355,866,1516,57.12,"20200423"
11356,398,745,53.42,"20200423"
11357,603,1198,50.33,"20200423"
11358,414,873,47.42,"20200423"
11360,234,552,42.39,"20200423"
11361,340,703,48.36,"20200423"
11362,231,526,43.92,"20200423"
11363,78,192,40.62,"20200423"
11364,367,795,46.16,"20200423"
11365,610,1210,50.41,"20200423"
11366,318,601,52.91,"20200423"
11367,763,1509,50.56,"20200423"
11368,3045,4290,70.98,"20200423"
11369,1123,1667,67.37,"20200423"
11370,1080,1857,58.16,"20200423"
11372,1834,2769,66.23,"20200423"
11373,2358,3654,64.53,"20200423"
11374,842,1634,51.53,"20200423"
11375,1214,2452,49.51,"20200423"
11377,1522,2593,58.7,"20200423"
11378,544,1056,51.52,"20200423"
11379,581,1207,48.14,"20200423"
11385,1495,2807,53.26,"20200423"
11411,530,900,58.89,"20200423"
11412,966,1674,57.71,"20200423"
11413,1005,1767,56.88,"20200423"
11414,649,1150,56.43,"20200423"
11415,394,755,52.19,"20200423"
11416,461,788,58.5,"20200423"
11417,611,1081,56.52,"20200423"
11418,757,1354,55.91,"20200423"
11419,813,1439,56.5,"20200423"
11420,996,1762,56.53,"20200423"
11421,847,1463,57.89,"20200423"
11422,739,1357,54.46,"20200423"
11423,717,1242,57.73,"20200423"
11426,389,755,51.52,"20200423"
11427,587,1055,55.64,"20200423"
11428,517,862,59.98,"20200423"
11429,728,1154,63.08,"20200423"
11432,1197,2043,58.59,"20200423"
11433,679,1181,57.49,"20200423"
11434,1481,2600,56.96,"20200423"
11435,1131,2053,55.09,"20200423"
11436,384,694,55.33,"20200423"
11691,1649,2638,62.51,"20200423"
11692,424,724,58.56,"20200423"
11693,267,493,54.16,"20200423"
11694,503,995,50.55,"20200423"
11697,74,158,46.84,"20200423"
NA,1805,2049,88.09,"20200424"
10001,285,661,43.12,"20200424"
10002,774,1561,49.58,"20200424"
10003,367,941,39,"20200424"
10004,25,73,34.25,"20200424"
10005,47,150,31.33,"20200424"
10006,15,63,23.81,"20200424"
10007,46,163,28.22,"20200424"
10009,553,1349,40.99,"20200424"
10010,215,665,32.33,"20200424"
10011,422,983,42.93,"20200424"
10012,130,380,34.21,"20200424"
10013,193,499,38.68,"20200424"
10014,244,601,40.6,"20200424"
10016,539,1434,37.59,"20200424"
10017,118,367,32.15,"20200424"
10018,176,427,41.22,"20200424"
10019,468,1118,41.86,"20200424"
10021,458,1278,35.84,"20200424"
10022,268,777,34.49,"20200424"
10023,461,1280,36.02,"20200424"
10024,515,1391,37.02,"20200424"
10025,956,2306,41.46,"20200424"
10026,466,1006,46.32,"20200424"
10027,714,1449,49.28,"20200424"
10028,391,1130,34.6,"20200424"
10029,1319,2597,50.79,"20200424"
10030,375,696,53.88,"20200424"
10031,896,1522,58.87,"20200424"
10032,1051,1861,56.48,"20200424"
10033,916,1568,58.42,"20200424"
10034,506,988,51.21,"20200424"
10035,697,1276,54.62,"20200424"
10036,328,756,43.39,"20200424"
10037,312,609,51.23,"20200424"
10038,179,407,43.98,"20200424"
10039,373,745,50.07,"20200424"
10040,700,1205,58.09,"20200424"
10044,140,306,45.75,"20200424"
10065,264,838,31.5,"20200424"
10069,46,134,34.33,"20200424"
10075,324,777,41.7,"20200424"
10128,525,1507,34.84,"20200424"
10280,35,123,28.46,"20200424"
10282,59,131,45.04,"20200424"
10301,914,1952,46.82,"20200424"
10302,494,1015,48.67,"20200424"
10303,681,1439,47.32,"20200424"
10304,1101,2333,47.19,"20200424"
10305,975,2324,41.95,"20200424"
10306,1196,3084,38.78,"20200424"
10307,331,812,40.76,"20200424"
10308,551,1446,38.11,"20200424"
10309,738,1899,38.86,"20200424"
10310,575,1368,42.03,"20200424"
10312,1283,3059,41.94,"20200424"
10314,2169,5036,43.07,"20200424"
10451,1210,2212,54.7,"20200424"
10452,1647,2871,57.37,"20200424"
10453,1684,2997,56.19,"20200424"
10454,814,1474,55.22,"20200424"
10455,890,1628,54.67,"20200424"
10456,1775,3189,55.66,"20200424"
10457,1485,2697,55.06,"20200424"
10458,1468,2801,52.41,"20200424"
10459,1083,1935,55.97,"20200424"
10460,1192,2227,53.52,"20200424"
10461,1451,3002,48.33,"20200424"
10462,1754,3522,49.8,"20200424"
10463,1388,3046,45.57,"20200424"
10464,110,296,37.16,"20200424"
10465,1223,2797,43.73,"20200424"
10466,1875,3532,53.09,"20200424"
10467,2551,4716,54.09,"20200424"
10468,1810,3164,57.21,"20200424"
10469,2272,4121,55.13,"20200424"
10470,365,745,48.99,"20200424"
10471,456,1070,42.62,"20200424"
10472,1420,2464,57.63,"20200424"
10473,1473,2884,51.07,"20200424"
10474,246,459,53.59,"20200424"
10475,1378,2973,46.35,"20200424"
11004,449,757,59.31,"20200424"
11101,475,1080,43.98,"20200424"
11102,460,914,50.33,"20200424"
11103,403,858,46.97,"20200424"
11104,358,716,50,"20200424"
11105,385,939,41,"20200424"
11106,473,1021,46.33,"20200424"
11109,42,142,29.58,"20200424"
11201,484,1281,37.78,"20200424"
11203,1521,2698,56.38,"20200424"
11204,1497,2733,54.77,"20200424"
11205,532,1111,47.88,"20200424"
11206,1099,2085,52.71,"20200424"
11207,1427,2694,52.97,"20200424"
11208,1606,2792,57.52,"20200424"
11209,864,1912,45.19,"20200424"
11210,1300,2341,55.53,"20200424"
11211,1514,2771,54.64,"20200424"
11212,1252,2247,55.72,"20200424"
11213,1078,1987,54.25,"20200424"
11214,1139,2131,53.45,"20200424"
11215,476,1212,39.27,"20200424"
11216,534,1106,48.28,"20200424"
11217,427,875,48.8,"20200424"
11218,1267,2274,55.72,"20200424"
11219,2136,3672,58.17,"20200424"
11220,1110,1959,56.66,"20200424"
11221,920,1716,53.61,"20200424"
11222,341,749,45.53,"20200424"
11223,1275,2447,52.1,"20200424"
11224,782,1419,55.11,"20200424"
11225,915,1654,55.32,"20200424"
11226,1561,2740,56.97,"20200424"
11228,502,1019,49.26,"20200424"
11229,1188,2310,51.43,"20200424"
11230,1728,3132,55.17,"20200424"
11231,333,709,46.97,"20200424"
11232,375,607,61.78,"20200424"
11233,930,1708,54.45,"20200424"
11234,1813,3363,53.91,"20200424"
11235,1455,2750,52.91,"20200424"
11236,2051,3565,57.53,"20200424"
11237,647,1084,59.69,"20200424"
11238,586,1141,51.36,"20200424"
11239,380,702,54.13,"20200424"
11354,802,1428,56.16,"20200424"
11355,915,1622,56.41,"20200424"
11356,413,786,52.54,"20200424"
11357,620,1262,49.13,"20200424"
11358,435,922,47.18,"20200424"
11360,247,585,42.22,"20200424"
11361,346,724,47.79,"20200424"
11362,240,547,43.88,"20200424"
11363,82,204,40.2,"20200424"
11364,376,832,45.19,"20200424"
11365,643,1292,49.77,"20200424"
11366,324,617,52.51,"20200424"
11367,781,1580,49.43,"20200424"
11368,3140,4523,69.42,"20200424"
11369,1164,1763,66.02,"20200424"
11370,1099,1915,57.39,"20200424"
11372,1894,2905,65.2,"20200424"
11373,2440,3837,63.59,"20200424"
11374,860,1690,50.89,"20200424"
11375,1251,2550,49.06,"20200424"
11377,1582,2765,57.22,"20200424"
11378,567,1124,50.44,"20200424"
11379,618,1289,47.94,"20200424"
11385,1558,2968,52.49,"20200424"
11411,554,938,59.06,"20200424"
11412,1004,1756,57.18,"20200424"
11413,1040,1846,56.34,"20200424"
11414,661,1200,55.08,"20200424"
11415,409,813,50.31,"20200424"
11416,485,840,57.74,"20200424"
11417,653,1162,56.2,"20200424"
11418,785,1447,54.25,"20200424"
11419,850,1523,55.81,"20200424"
11420,1026,1876,54.69,"20200424"
11421,884,1562,56.59,"20200424"
11422,762,1430,53.29,"20200424"
11423,752,1313,57.27,"20200424"
11426,407,808,50.37,"20200424"
11427,618,1109,55.73,"20200424"
11428,538,904,59.51,"20200424"
11429,754,1219,61.85,"20200424"
11432,1258,2177,57.79,"20200424"
11433,702,1256,55.89,"20200424"
11434,1537,2745,55.99,"20200424"
11435,1179,2173,54.26,"20200424"
11436,404,743,54.37,"20200424"
11691,1690,2746,61.54,"20200424"
11692,446,777,57.4,"20200424"
11693,271,512,52.93,"20200424"
11694,540,1051,51.38,"20200424"
11697,78,171,45.61,"20200424"
NA,1829,2089,87.55,"20200425"
10001,288,685,42.04,"20200425"
10002,780,1603,48.66,"20200425"
10003,368,977,37.67,"20200425"
10004,26,75,34.67,"20200425"
10005,48,156,30.77,"20200425"
10006,16,68,23.53,"20200425"
10007,46,167,27.54,"20200425"
10009,561,1377,40.74,"20200425"
10010,216,695,31.08,"20200425"
10011,427,1025,41.66,"20200425"
10012,133,394,33.76,"20200425"
10013,194,517,37.52,"20200425"
10014,247,624,39.58,"20200425"
10016,546,1489,36.67,"20200425"
10017,121,383,31.59,"20200425"
10018,179,440,40.68,"20200425"
10019,473,1159,40.81,"20200425"
10021,461,1318,34.98,"20200425"
10022,272,806,33.75,"20200425"
10023,463,1323,35,"20200425"
10024,521,1430,36.43,"20200425"
10025,977,2419,40.39,"20200425"
10026,483,1080,44.72,"20200425"
10027,728,1526,47.71,"20200425"
10028,393,1155,34.03,"20200425"
10029,1350,2721,49.61,"20200425"
10030,377,727,51.86,"20200425"
10031,918,1600,57.38,"20200425"
10032,1082,1974,54.81,"20200425"
10033,942,1662,56.68,"20200425"
10034,515,1032,49.9,"20200425"
10035,713,1334,53.45,"20200425"
10036,333,778,42.8,"20200425"
10037,319,657,48.55,"20200425"
10038,185,425,43.53,"20200425"
10039,383,789,48.54,"20200425"
10040,718,1271,56.49,"20200425"
10044,144,321,44.86,"20200425"
10065,267,862,30.97,"20200425"
10069,46,137,33.58,"20200425"
10075,328,800,41,"20200425"
10128,529,1566,33.78,"20200425"
10280,35,128,27.34,"20200425"
